nrun  cer1  cer2  cer3  cer4  cer5  cer6  cer7  cer8  cer9  cer10
2343  0.78  0.36  0.43  -0.22  0.40  0.66  0.27  0.49  0.03  0.28  
2344  0.66  0.89  1.07  -0.58  0.73  1.44  -0.28  0.39  -0.49  -0.31  
2345  0.70  0.48  0.36  -0.28  0.36  0.79  0.29  0.63  0.13  0.31  
2346  0.62  0.30  0.35  -0.27  0.42  0.70  0.26  0.30  0.05  0.33  
2347  0.74  0.36  0.25  -0.03  0.37  0.66  0.30  0.54  0.03  0.44  
2348  0.74  0.25  0.27  -0.28  0.30  0.77  0.14  0.50  0.10  0.33  
2349  0.72  0.32  0.41  -0.10  0.29  0.79  0.37  0.51  0.09  0.32  
2350  0.67  0.37  0.32  -0.17  0.40  0.77  0.36  0.51  0.12  0.31  
2351  0.71  0.34  0.13  -0.28  0.31  0.77  0.31  0.55  0.16  0.38  
2352  0.67  0.40  0.22  -0.23  0.28  0.80  0.32  0.63  0.12  0.25  
2354  0.75  0.35  0.28  -0.17  0.39  0.70  0.32  0.63  0.14  0.45  
2355  0.70  0.29  0.39  -0.19  0.30  0.78  0.30  0.57  0.13  0.35  
2356  0.63  0.46  0.52  -0.15  0.41  0.89  0.17  0.73  0.09  0.40  
2357  0.69  0.35  0.30  -0.20  0.34  0.76  0.28  0.54  0.11  0.35  
2358  0.67  0.31  0.26  -0.19  0.34  0.71  0.31  0.56  0.11  0.39  
2359  0.85  0.64  0.58  -0.10  0.56  1.66  -0.27  0.81  -0.31  -0.59  
2360  0.72  0.43  0.11  -0.23  0.23  0.90  0.15  0.49  0.03  0.22  
2361  0.69  0.39  0.16  -0.15  0.35  0.90  0.21  0.47  0.06  0.22  
2362  0.63  0.47  0.20  -0.16  0.43  0.83  0.16  0.55  0.10  0.29  
2363  0.70  0.40  0.35  -0.20  0.41  0.87  0.25  0.54  0.06  0.30  
2364  0.79  0.39  0.23  -0.19  0.37  0.92  0.22  0.54  0.05  0.27  
2365  0.66  0.39  0.32  -0.20  0.38  0.88  0.26  0.52  -0.05  0.32  
2366  0.78  0.36  0.32  -0.22  0.40  0.95  0.28  0.52  0.07  0.31  
2367  0.59  0.40  0.31  -0.05  0.39  0.88  0.15  0.62  0.02  0.34  
2368  0.69  0.37  0.31  -0.19  0.28  0.80  0.16  0.51  0.12  0.39  
2369  0.68  0.30  0.31  -0.20  0.45  0.82  0.28  0.49  0.20  0.29  
2370  0.69  0.34  0.20  -0.16  0.40  0.82  0.16  0.55  0.08  0.32  
2371  0.71  0.38  0.24  -0.22  0.35  0.89  0.23  0.52  0.04  0.36  
2372  0.82  0.42  0.36  -0.14  0.40  0.82  0.07  0.51  0.04  0.25  
2373  0.58  0.44  0.33  -0.14  0.37  0.83  0.24  0.48  0.07  0.32  
2374  0.71  0.30  0.44  -0.28  0.35  0.83  0.33  0.67  0.08  0.40  
2375  0.69  0.34  0.43  -0.09  0.29  0.63  0.54  0.51  -0.04  0.33  
2376  0.79  0.35  0.27  -0.21  0.42  0.87  0.26  0.58  0.13  0.33  
2377  0.71  0.39  0.26  -0.15  0.39  0.84  0.29  0.52  0.07  0.34  
2378  0.69  0.35  0.06  -0.20  0.40  0.78  0.31  0.50  0.12  0.35  
2380  0.89  0.41  0.63  -0.31  0.43  1.30  -0.06  0.34  -0.19  -0.12  
2381  0.70  0.43  0.39  -0.16  0.48  0.95  0.13  0.47  0.07  0.24  
2383  0.20  0.19  0.27  0.09  0.19  0.54  0.08  0.23  0.07  0.32  
2384  0.24  0.27  0.27  0.05  0.33  0.49  0.03  0.27  0.14  0.49  
2385  0.21  0.24  0.10  0.11  0.21  0.47  0.02  0.22  0.21  0.39  
2386  0.19  0.17  0.12  0.12  0.25  0.53  0.05  0.18  0.17  0.44  
2389  0.24  0.29  0.17  0.07  0.25  0.44  0.06  0.28  0.22  0.41  
2390  0.13  0.25  -0.07  0.03  0.18  0.53  0.03  0.19  0.20  0.42  
2391  0.18  0.19  0.14  0.16  0.18  0.49  0.10  0.24  0.13  0.49  
2392  0.59  0.32  0.31  -0.19  0.43  0.68  0.24  0.49  0.08  0.29  
2393  0.83  0.44  0.49  -0.15  0.57  0.71  0.38  0.42  0.13  0.46  
2394  0.66  0.33  0.19  -0.11  0.44  0.89  0.24  0.53  0.10  0.30  
2395  0.61  0.45  0.25  -0.08  0.54  0.89  0.30  0.43  0.10  0.26  
2396  0.64  0.91  1.51  0.02  0.46  1.88  -0.55  0.24  -1.03  -0.43  
2399  0.63  0.57  0.23  -0.53  0.52  1.12  0.05  0.74  0.02  0.32  
2401  0.73  0.35  0.26  -0.03  0.13  0.88  0.23  0.25  0.18  0.22  
2402  0.67  0.44  0.30  -0.19  0.45  0.91  0.24  0.55  0.10  0.27  
2404  0.75  0.50  0.33  -0.06  0.57  1.00  0.25  0.41  0.19  0.29  
2405  0.72  0.30  0.15  -0.13  0.48  0.77  0.30  0.49  0.14  0.42  
2406  0.79  0.22  0.20  -0.49  0.50  0.73  0.42  0.42  0.05  0.46  
2407  0.76  0.36  0.13  -0.17  0.40  0.81  0.31  0.54  0.13  0.40  
2408  0.71  0.33  0.17  -0.24  0.35  0.81  0.28  0.52  0.19  0.37  
2412  0.68  0.29  0.22  -0.23  0.42  0.79  0.32  0.76  0.21  0.45  
2414  0.79  0.30  0.40  -0.21  0.37  0.75  0.28  0.52  0.23  0.30  
2415  0.66  0.70  0.83  -0.13  0.79  1.79  -0.33  0.41  -0.29  -0.64  
2416  0.69  0.75  0.57  -0.17  0.69  1.64  -0.36  0.54  -0.33  -0.70  
2417  0.64  0.61  0.77  -0.17  0.78  1.78  -0.36  0.74  -0.23  -0.71  
2418  0.74  0.60  0.74  -0.20  0.62  1.76  -0.52  0.43  -0.28  -0.85  
2420  0.67  0.30  0.37  -0.19  0.43  0.87  0.24  0.65  0.15  0.42  
2422  0.74  0.31  0.15  -0.21  0.39  0.81  0.30  0.55  0.13  0.37  
2423  0.73  0.33  0.13  -0.17  0.41  0.84  0.33  0.49  0.19  0.36  
2424  0.73  0.32  0.31  -0.19  0.43  0.85  0.31  0.44  0.16  0.37  
2425  0.72  0.35  0.30  -0.19  0.40  0.86  0.33  0.48  0.17  0.36  
2426  0.72  0.35  0.32  -0.12  0.41  0.82  0.36  0.43  0.19  0.36  
2427  0.72  0.34  0.36  -0.16  0.45  0.82  0.36  0.44  0.17  0.37  
2428  0.75  0.33  0.32  -0.20  0.42  0.84  0.32  0.46  0.15  0.36  
2429  0.73  0.32  0.13  -0.23  0.33  0.84  0.39  0.62  0.22  0.33  
2432  0.80  0.50  0.73  -0.16  0.63  1.31  -0.11  0.67  -0.27  0.13  
2433  0.81  0.56  0.51  0.00  0.37  1.04  0.06  0.52  -0.11  0.16  
2434  0.25  0.25  0.22  0.16  0.28  0.70  0.02  0.17  0.24  0.32  
2435  0.83  0.38  0.17  -0.21  0.37  0.86  0.27  0.43  0.09  0.32  
2436  0.76  0.44  0.14  -0.17  0.41  0.90  0.29  0.54  0.15  0.37  
2437  0.73  0.36  0.10  -0.26  0.35  0.85  0.26  0.47  0.10  0.37  
2438  0.77  0.36  0.08  -0.25  0.39  0.86  0.26  0.54  0.07  0.34  
2439  0.72  0.39  0.06  -0.23  0.35  0.86  0.25  0.59  0.11  0.34  
2441  0.70  0.42  0.27  -0.25  0.35  0.79  0.32  0.54  0.12  0.30  
2442  0.73  0.37  0.08  -0.27  0.33  0.85  0.27  0.57  0.08  0.34  
2443  0.79  0.38  0.27  -0.21  0.42  0.83  0.29  0.42  0.10  0.41  
2444  0.72  0.38  0.21  -0.22  0.36  0.90  0.27  0.44  0.04  0.37  
2445  0.75  0.33  0.09  -0.28  0.34  0.91  0.25  0.52  0.11  0.35  
2446  0.77  0.37  0.06  -0.24  0.32  0.89  0.27  0.48  0.11  0.37  
2447  0.75  0.41  0.07  -0.27  0.30  0.87  0.21  0.56  0.03  0.31  
2448  0.74  0.38  0.14  -0.27  0.33  0.90  0.23  0.53  0.06  0.32  
2449  0.78  0.40  0.09  -0.23  0.35  0.90  0.26  0.52  0.06  0.35  
2450  0.76  0.38  0.10  -0.23  0.36  0.92  0.22  0.53  0.06  0.36  
2451  0.75  0.40  0.08  -0.26  0.33  0.89  0.24  0.52  0.06  0.32  
2452  0.74  0.39  0.12  -0.22  0.36  0.89  0.27  0.49  0.09  0.36  
2453  0.79  0.42  0.14  -0.20  0.33  0.90  0.26  0.58  0.08  0.35  
2454  0.76  0.41  0.33  -0.25  0.28  0.90  0.23  0.55  0.02  0.29  
2455  0.73  0.36  0.11  -0.29  0.28  1.01  0.27  0.58  0.04  0.36  
2457  0.67  0.36  0.28  -0.24  0.31  0.99  0.26  0.48  0.14  0.41  
2458  0.70  0.33  0.23  -0.26  0.22  0.95  0.26  0.49  0.11  0.32  
2459  0.62  0.64  0.24  -0.33  0.46  0.92  0.12  0.51  0.11  0.34  
2460  0.69  0.32  0.19  -0.22  0.34  0.95  0.28  0.56  0.10  0.42  
2461  0.74  0.40  0.33  -0.22  0.34  0.87  0.25  0.55  0.08  0.35  
2462  0.68  0.41  0.21  -0.26  0.34  0.93  0.28  0.40  0.02  0.30  
2468  0.74  0.34  0.28  -0.24  0.31  1.30  0.04  0.46  -0.18  0.08  
2469  0.15  0.23  0.19  0.17  0.16  0.40  0.09  0.07  0.22  0.47  
2470  0.80  0.31  0.20  -0.29  0.32  1.13  0.23  0.49  -0.03  0.26  
2473  0.73  0.34  0.35  -0.18  0.40  1.14  0.26  0.57  0.10  0.24  
2474  0.82  0.43  0.53  -0.43  0.51  2.42  -0.55  0.82  -0.40  -0.74  
2475  0.80  0.27  0.27  -0.26  0.20  1.30  0.15  0.57  0.09  0.14  
2476  0.76  0.28  0.12  -0.27  0.37  1.16  0.19  0.54  0.07  0.16  
2477  0.71  0.26  0.26  -0.23  0.26  1.19  0.21  0.61  0.05  0.17  
2478  0.73  0.26  0.18  -0.25  0.33  1.19  0.25  0.54  0.09  0.22  
2479  0.71  0.34  0.31  -0.26  0.27  1.23  0.21  0.47  -0.02  0.09  
2480  0.67  0.49  0.05  -0.21  0.31  1.13  0.17  0.48  0.09  0.19  
2481  0.68  0.25  0.26  -0.27  0.35  1.24  0.22  0.65  0.03  0.10  
2482  0.70  0.32  0.30  -0.31  0.12  1.12  0.20  0.62  -0.05  0.20  
2483  0.73  0.31  0.27  -0.17  0.42  1.15  0.20  0.47  -0.01  0.15  
2484  0.72  0.38  0.34  -0.23  0.24  1.15  0.25  0.48  0.01  0.12  
2485  0.80  0.37  0.36  -0.18  0.34  1.22  0.23  0.40  0.05  0.15  
2486  0.74  0.36  0.22  -0.19  0.30  1.14  0.22  0.46  0.09  0.13  
2487  0.75  0.32  0.41  -0.25  0.39  1.16  0.22  0.57  0.03  0.08  
2488  0.81  0.29  0.18  -0.21  0.31  1.20  0.24  0.65  0.06  0.20  
2489  0.81  0.30  0.30  -0.21  0.36  1.11  0.17  0.46  -0.01  0.18  
2490  0.78  0.36  0.34  -0.29  0.32  1.21  0.18  0.44  0.09  0.18  
2491  0.85  0.28  0.28  -0.29  0.36  1.12  0.17  0.59  0.12  0.16  
2492  0.77  0.29  0.17  -0.19  0.25  1.16  0.20  0.59  0.07  0.20  
2493  0.73  0.31  0.29  -0.28  0.36  1.18  0.23  0.55  0.08  0.17  
2494  0.87  0.30  0.31  -0.31  0.38  1.29  0.12  0.50  0.16  0.17  
2495  0.68  0.28  0.17  -0.28  0.29  1.23  0.14  0.54  0.08  0.21  
2496  0.72  0.30  0.23  -0.24  0.33  1.10  0.17  0.55  0.08  0.22  
2497  0.76  0.32  0.23  -0.25  0.34  1.20  0.22  0.52  0.02  0.14  
2498  0.69  0.38  0.15  -0.26  0.33  1.14  0.23  0.51  0.09  0.27  
2499  0.73  0.23  0.24  -0.26  0.32  1.17  0.13  0.59  0.05  0.06  
2500  0.79  0.35  0.23  -0.20  0.48  1.14  0.24  0.53  0.16  0.22  
2501  0.77  0.31  0.37  -0.23  0.30  1.10  0.25  0.55  0.09  0.24  
2502  0.77  0.32  0.25  -0.26  0.30  1.14  0.19  0.66  0.11  0.23  
2503  0.82  0.35  0.20  -0.23  0.30  1.13  0.29  0.53  0.03  0.21  
2504  0.67  0.30  0.19  -0.21  0.32  1.23  0.02  0.83  0.11  0.17  
2505  0.78  0.36  0.43  -0.15  0.34  1.08  0.29  0.59  0.01  0.28  
2506  0.73  0.34  0.23  -0.26  0.34  1.12  0.21  0.62  -0.00  0.28  
2507  0.69  0.34  0.32  -0.24  0.33  1.12  0.28  0.48  0.14  0.14  
2508  0.79  0.29  0.35  -0.29  0.33  1.13  0.24  0.58  0.12  0.31  
2509  0.81  0.30  0.25  -0.24  0.29  1.23  0.25  0.53  0.03  0.21  
2510  0.76  0.31  0.27  -0.22  0.37  1.18  0.23  0.65  0.10  0.20  
2511  0.82  0.31  0.24  -0.29  0.35  1.10  0.22  0.59  0.10  0.21  
2512  0.72  0.38  0.20  -0.16  0.27  1.28  0.11  0.52  -0.07  0.17  
2513  0.80  0.29  0.28  -0.27  0.30  1.20  0.23  0.56  0.03  0.21  
2514  0.76  0.32  0.13  -0.24  0.24  1.22  0.20  0.51  0.07  0.16  
2515  0.73  0.36  0.19  -0.19  0.30  1.24  0.16  0.52  -0.08  0.23  
2516  0.77  0.24  0.14  -0.20  0.29  1.08  0.17  0.73  0.11  0.14  
2519  0.75  0.30  0.20  -0.22  0.37  1.18  0.19  0.57  0.03  0.20  
2520  0.75  0.33  0.18  -0.21  0.28  1.18  0.18  0.55  0.03  0.12  
2521  0.76  0.32  0.13  -0.22  0.40  1.16  0.20  0.49  0.12  0.18  
2522  0.70  0.28  0.38  -0.28  0.29  1.21  0.25  0.69  0.03  0.14  
2523  0.67  0.41  0.46  -0.49  0.36  1.39  0.26  0.59  -0.01  0.06  
2524  0.74  0.27  0.41  -0.20  0.36  1.18  0.28  0.65  -0.08  0.10  
2525  0.81  0.32  0.16  -0.24  0.37  1.21  0.20  0.53  0.06  0.21  
2526  0.76  0.38  0.47  -0.28  0.30  1.14  0.30  0.63  0.02  0.17  
2527  0.79  0.32  0.32  -0.32  0.28  1.12  0.22  0.54  0.10  0.11  
2528  0.76  0.29  0.20  -0.26  0.32  1.16  0.26  0.54  0.02  0.16  
2529  0.80  0.28  0.22  -0.30  0.26  1.24  0.23  0.60  0.04  0.10  
2530  0.73  0.34  0.29  -0.27  0.34  1.20  0.17  0.51  0.07  0.14  
2531  0.76  0.29  0.21  -0.22  0.33  1.16  0.19  0.60  0.12  0.22  
2532  0.82  0.36  0.30  -0.27  0.41  1.13  0.14  0.51  0.02  0.23  
2533  0.81  0.28  0.31  -0.17  0.34  1.16  0.19  0.54  0.09  0.12  
2534  0.71  0.26  0.23  -0.24  0.44  1.15  0.31  0.53  0.10  0.22  
2535  0.74  0.32  0.39  -0.25  0.33  1.20  0.26  0.57  0.09  0.17  
2536  0.79  0.25  0.23  -0.22  0.42  1.13  0.22  0.61  -0.01  0.23  
2537  0.75  0.35  0.37  -0.26  0.33  1.19  0.32  0.46  0.09  0.16  
2538  0.68  0.32  0.21  -0.18  0.36  1.21  0.19  0.59  0.04  0.18  
2539  0.77  0.20  0.34  -0.12  0.40  1.15  0.17  0.55  0.13  0.15  
2540  0.74  0.33  0.21  -0.25  0.34  1.17  0.23  0.61  0.16  0.18  
2541  0.73  0.31  0.19  -0.26  0.34  1.21  0.13  0.53  -0.02  0.18  
2542  0.74  0.27  0.21  -0.14  0.39  1.22  0.22  0.54  0.07  0.25  
2543  0.79  0.29  0.23  -0.28  0.38  1.25  0.21  0.65  0.01  0.18  
2544  0.80  0.45  0.46  -0.27  0.19  1.17  0.21  0.54  0.01  -0.01  
2545  0.83  0.27  0.32  -0.21  0.45  1.13  0.24  0.52  0.03  0.13  
2546  0.84  0.33  0.34  -0.20  0.35  1.13  0.17  0.54  0.08  0.11  
2547  0.72  0.29  0.31  -0.31  0.36  1.13  0.22  0.63  0.07  0.24  
2548  0.70  0.31  0.13  -0.31  0.33  1.11  0.15  0.51  -0.05  0.11  
2549  0.79  0.26  0.27  -0.29  0.36  1.23  0.25  0.64  0.05  0.15  
2550  0.77  0.31  0.25  -0.23  0.34  1.15  0.20  0.61  -0.02  0.08  
2551  0.72  0.32  0.27  -0.25  0.32  1.17  0.20  0.56  0.02  0.14  
2552  0.77  0.32  0.28  -0.21  0.33  1.14  0.19  0.46  0.10  0.18  
2553  0.76  0.27  0.26  -0.24  0.35  1.13  0.24  0.49  -0.00  0.18  
2554  0.77  0.29  0.32  -0.25  0.34  1.14  0.28  0.53  0.05  0.24  
2555  0.85  0.38  0.24  -0.31  0.39  1.27  0.31  0.48  0.00  -0.04  
2556  0.73  0.26  0.13  -0.17  0.41  1.08  0.29  0.61  0.09  0.26  
2557  0.71  0.25  0.29  -0.27  0.39  1.14  0.26  0.61  0.04  0.13  
2558  0.74  0.33  0.18  -0.23  0.37  1.11  0.20  0.55  0.06  0.12  
2559  0.75  0.25  0.24  -0.26  0.34  1.15  0.15  0.56  0.04  0.13  
2560  0.73  0.37  0.26  -0.24  0.34  1.20  0.24  0.49  -0.01  0.09  
2561  0.73  0.29  0.36  -0.27  0.32  1.22  0.20  0.62  0.03  0.15  
2562  0.73  0.33  0.36  -0.49  0.38  1.29  0.02  0.49  0.36  0.26  
2563  0.76  0.33  0.11  -0.15  0.42  1.10  0.17  0.69  0.02  0.17  
2564  0.78  0.30  0.14  -0.17  0.37  1.12  0.18  0.56  0.02  0.14  
2565  0.77  0.31  0.20  -0.24  0.40  1.16  0.26  0.58  0.06  0.20  
2566  0.76  0.31  0.17  -0.21  0.34  1.18  0.24  0.53  0.04  0.17  
2567  0.81  0.43  0.62  -0.01  0.17  1.43  0.16  0.67  -0.20  -0.07  
2568  0.98  0.21  -0.15  -0.11  0.58  1.24  -0.00  0.94  0.36  0.21  
2570  0.21  0.28  0.22  0.18  0.21  0.48  0.10  0.19  0.14  0.31  
2571  0.81  0.30  0.54  -0.19  0.30  1.21  0.32  0.51  0.06  0.14  
2572  0.76  0.32  0.19  -0.18  0.40  1.16  0.16  0.59  0.05  0.19  
2573  0.79  0.39  0.41  -0.25  0.43  1.38  0.15  0.50  -0.05  0.09  
2574  0.75  0.43  0.30  -0.37  0.29  1.26  0.11  0.76  0.08  0.08  
2575  0.75  0.35  0.29  -0.18  0.46  1.22  0.04  0.62  -0.01  0.14  
2576  0.68  0.42  0.11  -0.16  0.40  1.16  0.06  0.45  0.04  0.05  
2577  0.69  0.38  0.30  -0.16  0.39  1.23  0.20  0.74  0.02  0.12  
2578  0.73  0.33  0.15  -0.17  0.45  1.24  0.16  0.58  0.03  0.16  
2579  0.74  0.38  0.37  -0.22  0.37  1.24  0.15  0.45  0.08  0.04  
2580  0.77  0.36  0.33  -0.19  0.41  1.13  0.06  0.54  -0.00  0.09  
2581  0.73  0.37  0.38  -0.13  0.37  1.24  0.15  0.60  0.01  -0.02  
2582  0.73  0.40  0.11  -0.07  0.40  1.20  0.15  0.61  0.03  0.02  
2583  0.80  0.32  0.35  -0.19  0.45  1.14  0.19  0.51  0.08  0.18  
2584  0.81  0.33  0.45  -0.18  0.41  1.10  0.15  0.55  -0.02  0.19  
2585  0.70  0.56  0.34  -0.22  0.30  1.15  0.14  0.65  -0.09  -0.03  
2586  1.02  0.53  0.35  -0.00  0.66  1.27  -0.13  0.93  0.11  0.11  
2587  0.80  0.37  0.45  -0.23  0.29  1.21  0.19  0.44  0.03  -0.01  
2588  0.68  0.31  0.32  -0.17  0.46  1.31  0.26  0.49  0.12  0.26  
2589  0.69  0.43  0.32  -0.19  0.40  1.10  0.17  0.48  -0.01  -0.03  
2590  0.76  0.38  0.39  -0.24  0.40  1.31  0.20  0.64  0.09  0.09  
2591  0.73  0.36  0.38  -0.24  0.46  1.24  0.17  0.59  0.04  0.04  
2592  0.77  0.41  0.39  -0.14  0.35  1.22  0.25  0.43  0.01  0.12  
2593  0.70  0.43  0.43  -0.19  0.45  1.26  0.20  0.64  0.08  0.13  
2595  0.72  0.34  0.35  0.19  0.87  1.56  -0.04  0.71  -0.40  -0.06  
2598  0.66  0.29  0.20  -0.23  0.39  1.27  0.15  0.61  0.00  0.01  
2599  0.78  0.35  0.32  -0.27  0.37  1.26  0.13  0.55  0.02  0.09  
2600  0.72  0.35  0.29  -0.21  0.43  1.27  0.22  0.65  -0.01  -0.02  
2601  0.74  0.39  0.40  -0.06  0.31  1.13  0.13  0.61  0.04  0.08  
2602  0.89  0.17  0.23  -0.14  0.45  1.22  0.04  0.84  0.02  0.03  
2603  0.81  0.41  0.39  -0.27  0.41  1.15  0.10  0.65  -0.11  -0.05  
2604  0.71  0.43  0.52  -0.20  0.27  1.28  0.22  0.76  0.02  0.03  
2605  0.75  0.28  0.41  -0.31  0.37  1.15  0.27  0.55  0.09  0.11  
2606  0.72  0.35  0.33  -0.27  0.42  1.13  0.23  0.65  -0.04  0.08  
2607  0.74  0.43  0.42  -0.24  0.45  1.24  0.14  0.60  -0.07  -0.04  
2609  0.09  0.22  0.34  0.17  0.22  0.44  0.09  0.10  0.13  0.35  
2611  0.63  0.55  0.35  -0.04  0.52  1.52  -0.02  0.94  0.08  -0.10  
2612  0.65  0.39  0.41  -0.19  0.34  1.31  0.16  0.69  -0.08  0.07  
2613  0.66  0.50  0.38  -0.16  0.57  1.22  -0.03  0.63  -0.03  -0.47  
2614  0.80  0.65  0.68  -0.13  0.52  1.41  0.10  0.48  -0.21  -0.11  
2615  0.76  0.46  0.62  -0.11  0.58  1.41  0.18  0.56  0.03  0.19  
2616  0.76  0.43  0.30  -0.35  0.53  1.16  -0.07  0.61  -0.19  0.05  
2617  0.54  0.71  0.56  -0.18  0.57  1.48  -0.07  0.41  0.05  0.09  
2618  0.73  0.45  0.43  -0.12  0.30  1.37  0.01  0.63  0.04  -0.02  
2619  0.60  0.48  0.63  -0.35  0.50  1.46  0.09  0.43  -0.25  -0.20  
2620  0.70  0.51  0.32  -0.13  0.44  1.49  0.06  0.54  0.07  -0.05  
2621  0.85  0.68  0.49  -0.18  0.47  1.33  0.22  0.46  -0.08  -0.27  
2622  0.76  0.74  0.64  -0.18  0.54  1.27  -0.02  0.47  -0.04  0.00  
2623  0.75  0.47  0.34  -0.46  0.58  1.32  -0.16  0.44  -0.14  0.01  
2624  0.75  0.41  0.41  -0.18  0.61  1.46  -0.07  0.77  0.06  -0.05  
2625  0.65  0.45  0.33  -0.14  0.61  1.31  0.07  0.31  0.01  -0.05  
2626  0.75  0.55  0.96  -0.29  0.46  1.53  0.17  0.54  -0.32  -0.01  
2627  0.67  0.46  0.46  -0.19  0.48  1.32  -0.06  0.68  -0.15  0.01  
2628  0.44  0.47  0.43  -0.19  0.22  1.41  -0.01  0.40  -0.10  -0.05  
2629  0.66  0.38  0.26  -0.11  0.49  1.34  0.03  0.53  -0.09  -0.21  
2633  0.18  0.23  0.25  0.14  0.25  0.40  0.02  0.25  0.16  0.37  
2634  0.86  0.56  1.02  -0.27  0.29  1.45  -0.14  0.52  0.12  0.10  
2635  0.76  0.58  0.64  -0.25  0.52  1.34  0.10  0.37  -0.01  0.08  
2636  0.62  0.70  0.62  -0.11  0.47  1.51  -0.16  0.52  -0.06  -0.16  
2637  0.52  0.63  0.53  -0.16  0.50  1.25  -0.21  0.24  -0.06  -0.20  
2638  0.80  0.68  0.58  -0.01  0.60  1.37  -0.10  0.42  -0.07  -0.25  
2639  0.73  0.39  0.54  -0.17  0.29  1.41  0.03  0.55  -0.01  -0.25  
2640  0.71  0.57  0.31  -0.18  0.51  1.43  -0.02  0.66  -0.12  -0.19  
2641  0.62  0.59  0.51  -0.26  0.51  1.37  -0.11  0.52  0.04  -0.07  
2642  0.78  0.49  0.50  -0.08  0.48  1.58  0.00  0.53  -0.15  -0.21  
2643  0.57  0.40  0.71  -0.12  0.59  1.44  -0.05  0.55  0.01  -0.32  
2644  0.93  0.67  0.94  0.05  0.77  1.58  0.31  0.77  0.03  -0.43  
2646  0.70  0.68  1.35  -0.72  0.60  1.86  -0.45  0.75  -0.51  -0.37  
2648  0.65  0.46  0.42  -0.49  0.56  1.44  0.00  0.32  -0.35  -0.24  
2649  0.64  0.41  0.54  -0.47  0.57  1.44  -0.04  0.43  -0.14  -0.14  
2650  0.68  0.45  0.30  -0.27  0.43  1.17  -0.06  0.62  -0.07  -0.11  
2651  0.42  0.29  0.61  -0.45  0.13  1.56  -0.18  0.39  -0.03  -0.18  
2653  0.64  0.34  0.30  -0.43  0.52  1.34  -0.03  0.38  -0.35  -0.07  
2654  0.69  0.60  0.73  -0.42  0.63  1.32  -0.10  0.29  -0.16  -0.22  
2655  0.59  0.50  0.46  -0.53  0.49  1.18  -0.15  0.39  -0.03  0.01  
2656  1.08  0.46  0.41  -0.71  0.84  1.23  -0.18  0.25  -0.07  -0.27  
2657  0.49  0.51  0.56  -0.66  0.53  1.25  0.07  0.39  -0.24  -0.25  
2658  0.67  0.81  0.14  -0.23  0.64  1.60  -0.09  0.10  -0.03  -0.75  
2659  0.14  0.18  0.17  0.18  0.27  0.47  0.08  0.19  0.12  0.44  
2661  0.83  0.34  0.51  -0.42  0.72  1.08  -0.22  0.88  -0.32  -0.30  
2662  0.88  0.44  0.49  -0.48  0.66  1.05  0.03  0.47  -0.06  -0.17  
2667  0.63  1.05  0.98  -0.80  0.63  2.15  -0.30  1.28  -0.99  -0.35  
2669  0.86  0.60  0.68  -0.41  0.53  1.08  0.23  0.88  0.01  -0.18  
2670  0.73  0.42  0.26  0.26  0.09  1.22  -0.19  1.09  -0.20  -0.25  
2671  0.80  0.89  0.82  -0.26  0.05  1.23  -0.30  0.99  0.13  -0.59  
2672  0.74  0.51  0.94  -0.24  0.65  1.12  -0.14  0.94  -0.41  -0.37  
2673  0.63  0.63  0.70  -0.08  0.59  1.33  0.10  0.85  -0.12  -0.20  
2675  0.53  0.50  0.60  -0.09  0.80  1.03  0.01  0.90  -0.07  -0.23  
2676  0.42  0.76  0.76  -0.05  0.74  1.24  0.14  0.61  -0.14  -0.47  
2677  0.63  0.67  0.31  -0.24  0.48  1.26  0.10  0.73  0.00  -0.16  
2678  0.56  0.66  0.86  -0.37  0.73  1.44  -0.00  0.58  -0.23  -0.33  
2679  0.72  0.78  0.66  -0.35  0.53  1.24  -0.37  0.88  -0.30  -0.26  
2680  0.84  0.54  0.68  -0.39  0.64  1.19  -0.11  0.70  -0.18  -0.55  
2681  0.57  0.66  0.63  -0.22  0.70  0.93  0.07  0.81  -0.01  -0.28  
2682  0.78  0.93  1.07  -0.21  0.71  1.19  -0.15  0.44  -0.01  -0.07  
2683  0.74  0.63  1.06  -0.42  0.46  1.31  -0.24  0.93  -0.38  -0.47  
2684  0.69  1.01  0.88  -0.46  0.55  1.69  0.05  1.03  -0.27  -0.40  
2685  0.68  0.73  0.46  -0.31  0.70  0.96  -0.05  0.82  0.01  -0.32  
2686  0.70  0.75  0.45  -0.35  0.69  0.94  0.09  0.51  0.19  -0.30  
2687  0.65  0.55  0.59  -0.16  0.61  1.15  0.19  0.69  0.05  -0.10  
2688  0.82  0.55  0.62  -0.35  0.50  1.28  -0.04  0.89  -0.08  -0.17  
2690  0.62  0.70  0.59  -0.16  0.70  1.02  -0.07  0.74  0.15  -0.14  
2691  0.68  0.74  0.54  -0.51  0.62  0.91  0.10  0.58  -0.10  -0.39  
2692  0.72  0.56  0.79  -0.31  0.70  1.66  0.02  0.84  -0.17  -0.22  
2694  0.52  0.73  0.67  -0.21  0.69  1.22  0.04  0.95  0.01  -0.29  
2696  0.54  0.64  0.34  0.26  0.55  0.98  0.15  0.74  0.04  -0.14  
2697  0.34  0.89  0.53  0.10  0.63  1.26  0.31  0.65  0.15  -0.36  
